,category,store,id,review_spell_check,star
18,일식,스시란-안양점,mj**님,냉메밀이 먹고 싶어서 처음 주문해보았는데 남편이랑 너무 맛있어서 후딱 먹어버렸네요 너무 맛있게 잘 먹었습니다,5
19,일식,스시란-안양점,py**님,맛도 좋았고 양도 좋았습니다 잘 먹었어요,5
20,일식,스시란-안양점,di**님,예상시간보다 배달은 무지 빨리 왔어요 하지만 락 교통 열자마자 초파리 1마리 나왔어요 그리고 리뷰 이벤트 신청한 품목은 누락돼서 배달되지 않았어요 평점에 비해 이런저런 실망이 컸어요,4
21,일식,스시란-안양점,wi**님,배달 빨라서 좋았는데 포장 뜯자마자 날파리가 나왔어요 배고파서 찝찝한 거 무시하고 그냥 먹었는데 개인적으로 밥이 싱겁고 소고기 초밥은 느끼했어요 리뷰 많고 평점도 좋아서 기대했는데 기대가 큰 만큼 실망도 크네요,4
22,일식,스시란-안양점,ho**님,초밥을 좋아해서 초밥집 여기저기 주문해봤는데 어느새 쓰시란에 정착해서 이제 자연스럽게 쓰시란만 찾게 되네요 배달도 빠르고 맛도 좋고 서비스도 너무 좋아 요모 듦 초밥 메뉴도 좋지만 자기가 좋아하는 초밥 개별 구매로 한 끼 만드는 것도 나쁘지 않은 것 같아요 오늘도 서비스 감사합니다 맛있게 잘 먹었습니다 다음에도 잘 부탁드려요,5
23,일식,스시란-안양점,pu**님,음식이 깔끔해서 종종 시켜 먹었습니다 잘 먹었습니다,4
24,일식,스시란-안양점,mo**님,초밥은 매우 만족했지만 냉메밀은 7000원이라는 점을 감안하면 부족함 냉메밀에 간 무가 더 많이 들어가야 하고 가격도 6000원 정도면 적당할 듯,5
25,일식,스시란-안양점,pk**님,배달도 빠르고 맛있었습니다,5
26,일식,스시란-안양점,ti**님,고추냉이가 고급입니다 초밥도 맛있어서 잘 먹었어요,5
27,일식,스시란-안양점,jy**님,메밀이 다 끊어진다 욕 얼음도 없고요 시원한 맛에 먹는 음식 아니었나요 내가 먹은 최악에 메밀,3
28,일식,스시란-안양점,ni**님,스시는 스시라입니다,5
29,일식,스시란-안양점,ch**님,배 터지게 먹었어요 안주하려고 주문했는데 거의 식사 수순이 되어버렸어요 ,5
30,일식,스시란-안양점,dn**님,엄청 맛있어요 근데 배달이 한 시간 정도 걸려요 근데 맛있음,5
31,일식,스시란-안양점,dn**님,맛있고 빠르게 잘 먹었습니다 하나는 고추냉이 빼달라고 했는데 안 빠져있던 게 아쉬웠어요  그래도 bb,5
32,일식,스시란-안양점,ki**님,배송도 빠르고 맛있게 먹었습니다,5
33,일식,스시란-안양점,pa**님,욕 나옵니다 밥은 생쌀을 끓이다 만 거 같고 거기에다 밥도 차고 국도 차고 정말 너무 성의가 없네요,1
34,일식,스시란-안양점,al**님,언제나 신선해요 스시도 항상 잘 먹고 있습니다 번창하세요,4
35,일식,스시란-안양점,wl**님,맛있었는데 회 무침 뚜껑에 날파리 죽은 게 있네요  음식엔 안 들어가서 그냥 먹었는데 여태 자주 시켜 먹었는데 좀 당황스러웠어요 ,4
37,일식,스시란-안양점,wl**님,맛있어요 안주로 구성이 좋네요 배달도 예상시간 맞춰서 와서 잘 먹었습니다,5
38,일식,스시란-안양점,kh**님,역시 리뷰 많은 이유가 있었네요 맛있어요 고 기초 밥에서 불향이 나서 맛있었고요 배달은 워낙 막히는 시간대에 시켜서 대기 70분 걸린다고 하던데 진짜 70분 걸려서 신기하기도 하더라고요 암튼 초밥 생각나면 또 시킬게요,5
39,일식,스시란-안양점,jn**님,잘 먹었습니다,5
40,일식,스시란-안양점,dl**님,맛은 있는데 배달이 너무 늦었어요 그래도 잘 먹었습니다 배달은 사장님 문제가 아니니까 이해할게요 앞으로 더 맛있는 음식 만들어주세요,4
41,일식,스시란-안양점,li**님,배달 빠르고 맛있어요,5
42,일식,스시란-안양점,yr**님,오늘 처음 시켜봤는데 역시 리뷰가 많은 이유가 있었네요 금요일 점심시간이라서 오래 걸릴 둘 알았는데 빨리 와서 너무 좋았고요 무엇보다도 초밥이 너무 맛있었어 더더더 좋았아요 서비스로 주신 회 무침도 너무 맛있네요 앞으로 종종 스시 생각나면 주문해야겠어요 맛있게 잘 먹었습니다 감사합니다,5
43,일식,스시란-안양점,ch**님,처음 시켜봤는데 맛있네요 서비스 크로켓도 좋았어요,5
44,일식,스시란-안양점,mo**님,맛있게 잘 먹었습니다,5
45,일식,스시란-안양점,tl**님,활어 상태가 별로였습니다,4
46,일식,스시란-안양점,na**님,맛있게 잘 먹었습니다 생각보다 배달 빨리 왔네요,5
47,일식,스시란-안양점,fb**님,맛있어요 소고기 초밥도 맛있어요,5
48,일식,스시란-안양점,dn**님,배달은 한 시간 정도 걸렸어요 근데 그만큼 맛있고 양도 많았어요 잘 먹었습니다,5
49,일식,스시란-안양점,ww**님,맛있게 잘 먹었습니다 감사합니다,5
50,일식,스시란-안양점,ss**님,초밥이 갑자기 먹고 싶어서 시켰는데 맛있어요 ,5
51,일식,스시란-안양점,cl**님,배달도 빠르고 맛도 좋고 서비스까지 잘 먹었습니다 다음에 또 시킬게요,5
52,일식,스시란-안양점,av**님,맛있습니다 계란 고기 참치가 맛있네요,5
53,일식,스시란-안양점,po**님,이전에 주소지 오류로 잘못시켰는데 조리 완료된 이후임에도 불구하고 취소해주셨던 감사함에 본가에 와서 시켜 먹었는데 너무 맛있고 좋았습니다 감사합니다 사장님,5
54,일식,스시란-안양점,s2**님,일단 주문한지 한 시간 반 만에 몇 번을 독촉해서 도착했어요 근데 배달은 가게 잘못이 아니지만 일단 주문한지 50분이 지나서야 배달이 시작된 것도 좀 그랬고 전화받으시는 분이 친절하지 않으셨어요 맛도 음식이 식어서 그랬는지는 모르겠지만 다시 시켜 먹고 싶은 맛은 아니었습니다 가격도 저렴한 편이 아니에요,3
55,일식,스시란-안양점,to**님,마트 초밥 사러 가기 귀찮아서 처음으로 초밥 배달 시켜봤습니다 요런 소고기 초밥은 처음인데 무지 맛있네요 오징어도 맛있고 광어도 기가 막혔습니다 다만 연어가 숙성이 많이 되었는지 보들보들하지 않고 질겅질겅 한건 좀 아쉽네요 그래도 특선 초밥이라 그런지 구성이 아주 좋았습니다 잘 먹었어요,5
56,일식,스시란-안양점,ki**님,소고기 초밥이 사진과 많이 다른 것 빼곤 맛있고 좋아요,4
58,일식,스시란-안양점,xo**님,까먹고 리뷰 나중에 쓰네요 괜찮은 초밥입니다 강추,5
59,일식,스시란-안양점,jx**님,정성을 담은 초밥이었습니다 맛도 맛이지만 고급스럽기까지 하네요 추천합니다,5
60,일식,스시란-안양점,gu**님,맛있어요 ,5
61,일식,스시란-안양점,du**님,항상 믿고 먹어요 오늘도 맛있게 먹었습니다,5
62,일식,스시란-안양점,pe**님,맛있어요 서비스 소고기 초밥도 맛있어요,5
63,일식,스시란-안양점,wl**님,항상 잘 먹고 있어요,5
64,일식,스시란-안양점,jn**님,쫄깃 신선 회를 새벽에 맛보아서 좋습니다,5
65,일식,스시란-안양점,ki**님,잘 먹었습니다 번창하십시오,4
66,일식,스시란-안양점,hy**님,아니 예상 배달시간보다 늦으면 늦는다고 먼저 연락 주셔야지 예정 시간 85분을 넘겨놓고서는 제가 전화하니까 주문이 밀려서 그렇다는 식으로 대처하세요 그건 가게 사정 아닌 가요제가 주문 열심히 받고 요리하고 계시는지 주문받아놓고 놀고 계신지 어찌 안 답니까 뭘 계속 기다리라고만 대처하시나요 진짜 가장 최악의 고객 응대이신 것 같네요,1
67,일식,스시란-안양점,no**님,맛있습니다 자주 주문해야겠네요,5
68,일식,스시란-안양점,gb**님,한 끼 든든하고 맛있게 잘 막었어요,5
69,일식,스시란-안양점,kw**님,맛있쪄요 정신없이 먹다 찍었어요 서비스 소고기 초밥도 감사요,5
70,일식,스시란-안양점,ev**님,맛있는 초밥 편하게 먹을 수 있어서 넘좋움,5
71,일식,스시란-안양점,ba**님,두 번째 주문 맛나요 ,5
72,일식,스시란-안양점,my**님,으으으 오늘 첨 시켜봤는데 너모 마시 쪄 고기 양은 조금 작았는데 또 먹고 싶어요🤍,5
73,일식,스시란-안양점,do**님,맛있어요 생선도 별로 안 비리고,5
74,일식,스시란-안양점,mi**님,맛있고 양도 푸짐합니다,5
75,일식,스시란-안양점,gu**님,맛있어요 리뷰 이벤트 소고기 초밥도 너무 맛있네요,5
76,일식,스시란-안양점,pe**님,배달 오래 걸린다고 했는데 빨리 와서 좋았고요 항상 시켜 먹는데 회도 싱싱하고 너무 맛있네요,5
77,일식,스시란-안양점,rf**님,처음 주문했습니다 배달 적당하고 문만 두드리고 기사님 가셨어요 비대면  철저하시네요  초밥 맛은 가격 대비로 보자면 ⭐⭐⭐⭐그중 광어회 초밥은 너무 쫀득하고 맛나요 그래서 별⭐⭐⭐⭐⭐활어회 덮밥은 좀  비빔장도 좀 그렇고 분명 활어회 덮밥인데 회가 반숙돼있어서 덜 익은 생선 맛이 느껴져서 별⭐⭐⭐다음 주문할 땐 초밥 위주로 주문해야겠어요 보내주신썹 쑤 회 무침 감사히 잘 먹었습니다,4
78,일식,스시란-안양점,ok**님,언제 먹어도 다 맛나요 냉메밀 국수까지도 클리어했습니다♡♡,5
79,일식,스시란-안양점,wj**님,스시는 항상 스시란 데서 먹는데 항상 똑같고 맛있어요 또 시켜 먹을게요,5
80,일식,스시란-안양점,97**님,배달이 정확히 한 시간이 걸렸네요 그래도 맛은 있었습니다 잘 먹었습니다 🥴,4
81,일식,스시란-안양점,ye**님,맛있어요 비싸지만 맛있네요,5
82,일식,스시란-안양점,hs**님,오늘도 맛나게 먹었습니다 ,5
83,일식,스시란-안양점,gh**님,항상 맛있게 먹고 있습니다 ,5
84,일식,스시란-안양점,we**님,배달이 빠르고 맛있어요,5
85,일식,스시란-안양점,hy**님,초밥 마시어 용 념념굿,5
86,일식,스시란-안양점,ji**님,냄새도 안 나고 신선한 게 맛났어 요다음에도 주문해서 먹을게요 대박 나세요,5
87,일식,스시란-안양점,sa**님,구성이 좀 바뀐 것 같네요 그래도 맛있어요,5
88,일식,스시란-안양점,ck**님,너무 잘 먹었습니다,5
89,일식,스시란-안양점,ju**님,회도 두툼하고 배달원분 전화받으신 사장님 모두 친절하셨습니다 12000초밥 전복 내장 죽 회 무침 장국도 주시고 배달도 되니 구성비 좋은 것 같아요,5
90,일식,스시란-안양점,ti**님,우선 1인 생선회여서 항상 광어 소자 먹던 사람들에게는 양이 적다고 느껴지실 수 있습니다 케이스가 작아요 근데 막상 드시다 보면 회의 두께와 양이 많아요 정말 먹다가 깜짝 놀랐습니다 케이스가 양이 없어 보이도록 조장하고 있었네요 그리고 부위 별 회의 컨디션이나 식감은 최고입니다 그리고 1인 생선회인데 소스도 다양하게 주셨어요 소주 안 자르니 고민하시는 분께 말씀드리자면 2병 정도는 넉넉하게 커버할 양입니다 믿고 시키세요 저는 자주 시키려고요,5
91,일식,스시란-안양점,an**님,맛있게 잘 먹었어요,5
92,일식,스시란-안양점,gk**님,배달도 너무 빨리 왔고 초밥은 여기서 두 번째인데도 첫 번째도 두 번째도 다 너무 맛있었어요   다음에도 당연히 주문할 의향이 있고 초밥 드시고 싶으신 분들께 추천합니다,5
93,일식,스시란-안양점,jn**님,새벽에 만족스레 잘 먹었습니다,5
94,일식,스시란-안양점,aa**님,해외출장 후 귀국하고 격리 중에 너무나도 초밥이 먹고 싶었습니다 배달이 오자마자 리뷰를 잊고 바로 몇 점 먹고 나서 정신을 차리게 되어 사진이 형편없는 점 양해 부탁드립니다 정말 맛있게 먹었습니다 감사합니다,5
95,일식,스시란-안양점,th**님,매장에서 먹고 맛있어서 병원 입원한 친구 보내준 건데 면회도 안돼서 미리 나가서 기다렸는데 배달시간 한 시간 넘게 걸리고 예상시간보다 더 늦어져서 스트레스받더라고요 저녁시간대라 많이 바쁘시겠지만 배달시간 신경 쓰셔야 할 거 같아요 주문한 음식은 양도 많고 맛있었다고 하네요,5
96,일식,스시란-안양점,le**님,첫 주문인데 너무 맛있게 잘 먹었습니다,5
97,일식,스시란-안양점,sa**님,배달이 1시간 40분 만에 와서 메밀이 다 뿔 어스,4
98,일식,스시란-안양점,손님,두 번 다시 안시킬듯포장두 엉망이고 짬뽕 국물은 다 식어서 냄새나서 못 먹었음,2
99,일식,스시란-안양점,si**님,예상시간보다 많이 늦게 왔지만 잘 먹었습니다,4
100,일식,스시란-안양점,ju**님,맛있어요 배달도 빠르고,5
101,일식,스시란-안양점,손님,맛있게 먹다가 중간에 급하게 사진을 찍었네요 서비스로 주신 회 무침도 맛있었어요 다음에 또 시키려고요 많이 파세요,5
102,일식,스시란-안양점,qs**님,맛있데 잘 먹었어요,5
103,일식,스시란-안양점,mn**님,처음 시켰는데 양도 적당하고 맛있었습니다맛집찾은듯여,5
104,일식,스시란-안양점,iu**님,배고파서 허겁지겁 먹느라 사진을 못 찍었네요 너무 맛있게 잘 먹었습니다,5
105,일식,스시란-안양점,am**님,맛있게 잘 먹었습니다,5
106,일식,스시란-안양점,gj**님,회가 넉넉히 들어있어서 맛있어요,5
107,일식,스시란-안양점,ho**님,그냥  맛있다 더 할 말 없음,5
108,일식,스시란-안양점,sv**님,오늘도 역시 너무너무 맛있어요 리뷰 이벤트로 주신 회 무침도 너무 잘 먹었습니다 또 먹으러 올게요,5
109,일식,스시란-안양점,dj**님,갑자기 초밥이 먹고 싶어서 주문했는데 맛있게 잘 먹었습니다 다음에 또 주문할게요,5
110,일식,스시란-안양점,qk**님,양도 많고 묵직해서 놀랐네 유 롤이 진짜 맛있어요 배달도 빠릅니다,5
111,일식,스시란-안양점,rn**님,배달도 시간에 맞게 왔고 매번 맛있어요,5
112,일식,스시란-안양점,do**님,배달을 늦게까지 하는 것도 제겐 큰 장점이네요,5
113,일식,스시란-안양점,do**님,너무너무 맛있게 잘 먹었습니다,5
114,일식,스시란-안양점,5j**님,회덮밥 좋아하는데 여기 회덮밥은 제 입맛엔 안 맞았어요 초밥은 맛있었어요 배달은 50분 정도 걸린 거 같아요,3
115,일식,스시란-안양점,hs**님,간단하게 먹기 좋아요  소고기 초밥 정말 맛있어요 ,5
116,일식,스시란-안양점,so**님,맛있고 양도 넉넉해요   다음에도 다시 주문할게요  D,5
117,일식,스시란-안양점,sd**님,맛있게 잘 먹었습니다,5
118,일식,스시란-안양점,rl**님,너무너무 맛있네요,5
119,일식,스시란-안양점,db**님,맛나게 잘 먹었습니다,5
120,일식,스시란-안양점,st**님,늘 맛있게 먹고 있어요,5
121,일식,스시란-안양점,gl**님,사진을 못 찍었네요 늦은 밤 감사히 잘 먹었습니다,5
122,일식,스시란-안양점,in**님,회도 굵직하고 맛있었습니다,5
123,일식,스시란-안양점,sk**님,그냥저냥 이냥저냥 보통인 듯,3
124,일식,스시란-안양점,ck**님,다 먹어버려서 사진은 다음에 올릴게요,5
125,일식,스시란-안양점,ky**님,김치 좀 확인 잘 하세요,2
126,일식,스시란-안양점,ki**님,배달하는데 1시간 10분 걸리네요 기사 아저씨는 26km 거리를 40분이나 걸렸는데 밥이 다 딱딱해지고,3
127,일식,스시란-안양점,km**님,초밥은 무조건 여기서 먹습니다 깔끔하고 너무 좋아요,5
128,일식,스시란-안양점,jo**님,맛있어요 배달도 시간 최대한 맞춰주셨고 가격 대비 만족스러워요 리뷰 이벤트로 회 무침도 너무 맛있었어요 자주 주문할 것 같아요,4
129,일식,스시란-안양점,du**님,어 좀 적은가 싶었는데 양도 생각보다 많고 너무 맛있었음 소고기 초밥 안 느끼한 거 처음 먹어보네요 배달 예정 시간보다 230분 정도 빨리 온 듯 좋았어요 짱,5
130,일식,스시란-안양점,eh**님,오래간만에 먹었는데 맛있네요 배부르게 잘 먹었어요,5
131,일식,스시란-안양점,se**님,맛있게 잘 먹었습니다 너무 배고파서 정신없이 먹다가 급하게 찍었네요,5
132,일식,스시란-안양점,al**님,너무 맛있었어요 행복한 저녁식사였습니다,5
133,일식,스시란-안양점,la**님,장사 번창하십쇼 맛있습니다,5
134,일식,스시란-안양점,12**님,무척 맛이 있다  포장도 괜찮다 ,5
135,일식,스시란-안양점,g9**님,잘 먹었습니다,5
136,일식,스시란-안양점,ym**님,종류도 다양하고 맛있어요,5
137,일식,스시란-안양점,ey**님,여기는 롤 맛 집인 것 같아요 다른 메뉴도 맛있지만 그중에서 롤 메뉴가 제일 만족스럽네요 일식 생각나면 또 찾아올게요,5
138,일식,스시란-안양점,ha**님,한 입 크기가 엄청 반만 먹어도 배불러요 맛도 괜찮고  음식도 깔끔합니다,5
139,일식,스시란-안양점,jo**님,자주 시켜 먹어요 맛도 좋고 양도 푸짐하고 거리도 꽤 있는데 배달도 안전하게 잘 와서 좋네요,5
140,일식,스시란-안양점,05**님,맛있었어요 배달도 되게 빨리 오고 특히 돈가스가 정말 맛있었어요,5
141,일식,스시란-안양점,rj**님,배달도 빠르고 맛있네요,5
142,일식,스시란-안양점,pe**님,자주 먹다가 여름이라 날이 더워서 먹고 싶은데 참고 날선 선해 져서 시켰는데 역시나 너무마싯네용오랜만에먹엇더니 감 등 쓰,5
143,일식,스시란-안양점,vi**님,맛은 그럭저럭 괜찮았는데 아무래도 배달이 비도 오고 그래가지고 늦었는데 그거 땜에 맛이 좀 덜 싱싱하게 느껴진 거 같고요 배달 늦은 건 충분히 이해되는 날씨였어서 패스 쏘쏘했어요,4
144,일식,스시란-안양점,lj**님,너무너무 맛있어요 감사합니다,5
145,일식,스시란-안양점,se**님,회덮밥은 그냥 무난한 정도 느끼한 거 싫어하시는 분은 비추천해요 회가 대부분 기름이 많은 부분이더라고요 친구는 좋아해서 괜찮았어요 근데 냉메밀은 싱겁고 면이 너무 불어서 다 남겼어요,4
146,일식,스시란-안양점,ro**님,연어초밥 좋아하는데 맛있게 잘 먹었습니다,5
147,일식,스시란-안양점,na**님,점심 간단히 먹고 싶어서 첨 시켜봤는데 헉 깔끔하고 맛나요 요청사항도 잘 봐주시고 맛나게 먹었어 요담엔 혼술 할 때 또 주문할게요 마 이 파세요요,5
148,일식,스시란-안양점,ch**님,스시가 먹고 싶을 때 항상 시켜 먹는 스시란 너무 맛있어요,5
149,일식,스시란-안양점,ba**님,배달이 빨라서 좋았어 요양도 많고 맛있게 잘 먹었습니다,5
150,일식,스시란-안양점,hy**님,초밥은 맛있었는데 짬뽕은 약간 아쉬웠어요,5
151,일식,스시란-안양점,ju**님,맛있고 푸짐해요 배송도 빠릅니다,5
152,일식,스시란-안양점,gh**님,너무 맛있었습니다,5
153,일식,스시란-안양점,ly**님,맛있음 조만간 재주문할듯합니다,5
155,일식,스시란-안양점,손님,다 좋아는뎅배달이쯤 그래 요 초밥이 비빔밥같이 왔네요,4
156,일식,스시란-안양점,al**님,너무 맛있어요,5
157,일식,스시란-안양점,fi**님,너무 맛있었어요 너무 맛있어서 순삭 했네요 서비스도 잘 먹었어요 담엔 연어초밥 먹어봐야겠네요,5
158,일식,스시란-안양점,lb**님,맛있습니다 최곱니다,5
159,일식,스시란-안양점,bi**님,급하게 먹느라 사진을 못 찍었네요 깔끔하고 맛있어요 다만 돈가스는 약간 말라서 딱딱한 느낌이 좀 있네요,4
161,일식,스시란-안양점,gh**님,항상 맛있게 잘 먹고 있습니다,5
162,일식,스시란-안양점,jj**님,맛있게 먹다 보니 순삭 됐네요,5
163,일식,스시란-안양점,sc**님,그렇게 좋지도 나쁘지도 않습니다,4
164,일식,스시란-안양점,qk**님,배달 늦고 맛이 늦어서 그런지 겁나 눅눅하고 맛없어요,1
165,일식,스시란-안양점,c8**님,너무 맛있습니다,5
166,일식,스시란-안양점,ck**님,오늘 30분이나 일찍 왔네요,5
167,일식,스시란-안양점,kc**님,짬뽕은 안양 최고,5
168,일식,스시란-안양점,do**님,너무 맛있어서 헐레벌떡 먹다가 우타다 찍었어 오,5
169,일식,스시란-안양점,ru**님,이번에도 맛있게 잘 먹었습니다 소고기 초밥 최고,5
170,일식,스시란-안양점,손님,사장님 가라야케 뚜껑 위 째도 신 이유가 열 때문에 하물 하지 말라고 이러신 건가요 진짜 센스에 지립니다 잘 먹습니다 그리고 제 통장이랑 몸무게 관리 부탁드려요,5
171,일식,스시란-안양점,na**님,너무 맛나게 먹었습니다 서비스로 주신 회 무침도 너무 좋았습니다 잘 먹었습니다,5
172,일식,스시란-안양점,co**님,초밥은 흠잡을 데 없이 맛있었고 냉메밀은 약간 싱거웠는데 초밥이랑 같이 먹기엔 딱 좋아요,5
173,일식,스시란-안양점,ha**님,맛 좋아요 소고기 초밥은 사진에 없던 야채가 듬뿍,5
174,일식,스시란-안양점,tn**님,너무 맛있습니다,5
175,일식,스시란-안양점,ti**님,연어롤이 정말 큽니다 성인 남자 기준 다 못 먹어요 맛과 양 보장,5
176,일식,스시란-안양점,hs**님,1인 생선회 구성 혼자서 먹기에 너무 좋은 거 같아요  서비스로 주시는 소고기 초밥도 진짜 맛있었습니다 D,5
177,일식,스시란-안양점,rl**님,항상 소비자 배려도 너무 친절히 해주셔서 감사합니다 튀김 못 먹어서 배려 부탁드렸는데 정말 감사드려요  천사이십니다 사장님,5
178,일식,스시란-안양점,dh**님,배달이 요즘 많이 밀려서 어쩔 수 없이 조금 미지근하게 왔네요 그래도 잘 먹었습니다,5
179,일식,스시란-안양점,me**님,예상시간보다 빨리 받아봤어요 리뷰 이벤트로 소고기 초밥 2p도 받았는데 배부르지도 맛있게 잘 먹었습니다 다음에 초밥 생각날 때 주문할게요,4
180,일식,스시란-안양점,rl**님,맛있어요 또 시켜 먹을게요,5
181,일식,스시란-안양점,ok**님,비 오는 날 잘 먹었어요 새우튀김이 많이 식어서 좀 아쉬웠지만 메밀국수가 맛나서 괜찮았습니다,5
182,일식,스시란-안양점,al**님,너무 맛있어요 잘 먹었습니다,5
183,일식,스시란-안양점,sd**님,맛있게 잘 먹었습니다,5
184,일식,스시란-안양점,손님,소고기 초밥은 정말 맛있어요 그런데 배달이 너무 늦어서 기다리기 힘드네요 또 같이 오는 장국이 바닥면만 간신히 채우는 정도의 양이어서 당황했어요,5
185,일식,스시란-안양점,no**님,잘 먹었습니다 맛있네요 추천,5
186,일식,스시란-안양점,ps**님,양이 정말 많고 맛있어요,5
187,일식,스시란-안양점,n0**님,맛있습니다 먹느라 사진 한 장 겨우 찍었네요,5
188,일식,스시란-안양점,hs**님,맛있었어요,5
189,일식,스시란-안양점,ic**님,배달도 초고속 앙도 가득 맛도 개 꿀맛,5
190,일식,스시란-안양점,wl**님,배달이 좀 아쉽지만 맛있습니다,5
191,일식,스시란-안양점,na**님,오래간만에 배달시켜 먹었네요 전체적으로 음식은 맛있었습니다 특히 나가사키 짬뽕은 예술인 듯 포장을 튼튼하게 하지 않으신 건지 배달을 험하게 하신 건지 짬뽕 국물은 이 넘쳐서 지저분해졌네요 그래도 맛있게 잘 먹었습니다,3
192,일식,스시란-안양점,ok**님,배달은  좀  많이  늦어서  기다리다  배고파  죽는 줄 근데  음식은  짱짱  맛나네요 맛있게  잘 먹었습니다,5
193,일식,스시란-안양점,jk**님,가족들이랑 맛있게 먹었어요 배달도 시간 안에 왔고 전에도 한두 번 정도 시킨 것 같은데 재주문 의사도 있습니다 특히 소고기 초밥  맛있어요,5
194,일식,스시란-안양점,rr**님,소고기 초밥 잘 먹었습니다 순삭 해서 사진이 없네요 초밥 너무 맛있어요 같이 가져다주신 샐러드 안 주셨어도 될 듯 한 입 먹고 안 먹었네요 그래도 초밥은 짱,5
195,일식,스시란-안양점,ax**님,배고파서 하나 먹고 사진 찍었어요  맛있습니다 후회 없아요,5
196,일식,스시란-안양점,to**님,연어초밥보다는 모둠 초밥이 더 맛있네요,5
197,일식,스시란-안양점,mi**님,배달이 대박이에요 21분 만에 총알같이 왔어요 최고 처음 시켜 먹었는데 괜찮았어요 포장도 얼음팩 작은 거 하나 넣고 꼼꼼하게 왔고요,4
198,일식,스시란-안양점,un**님,맛있게 먹었습니다,5
200,일식,스시란-안양점,ye**님,배달이 늦어서 속상하려고 했지만 한 입 먹자마자 화가 사르르 녹았습니다 사장님 너무 맛있어요 ,5
201,일식,스시란-안양점,ba**님,양도 좋고 리뷰서비스도만족합니다잘먹었습니다,4
202,일식,스시란-안양점,co**님,오랜만에 시켰는데 맛있어요 배달은 좀 오래 걸려서 아쉬웠어요,5
203,일식,스시란-안양점,se**님,잘 먹었습니다 냉메밀 추가로 시켰는데 초밥과 세트로 메뉴가 따로 있으면 좋을 것 같아요,5
204,일식,스시란-안양점,co**님,초밥도 맛있고 다른 메뉴도 좋아요,5
205,일식,스시란-안양점,pp**님,너무 맛있어요 다음에 또 시켜요,5
206,일식,스시란-안양점,wl**님,자주 시켜 먹어요 언제나 맛있네요,5
207,일식,스시란-안양점,ye**님,맛있게 잘 먹었습니다 맛은 뭐 사진 보면,5
208,일식,스시란-안양점,yo**님,연어초밥 생각날 때 꼭 시켜 먹어요 맛있어요,5
209,일식,스시란-안양점,ni**님,맛있어요 혼도 밥할 때 좋아요,4
210,일식,스시란-안양점,so**님,모둠이라 그런지 신선도는  아주아주 조금 구족했던 것 같아요 근데 맛은 반전 맛있네요 아주 맛있게 감사히 잘 먹었습니다,5
211,일식,스시란-안양점,da**님,배달 제시간에 왔고 너무 맛있어요,5
212,일식,스시란-안양점,rl**님,역시 기대한 만큼 그 이상을 보여주는 스시라입니다 잘 먹었습니다,5
213,일식,스시란-안양점,c8**님,초밥 시킬 일 있으면 한상 여기서 시킴굳굳,5
